AH1-V-ER0-M-EH2-N-T-AH0-L-IY0, GOVERNMENTALLY
EH1-L-Y-AH0-L, EPITHELIAL
AO1-R-T-L-AE0-N-D, COURTLAND
AE1-T-AH0-K-AA2-P-IY0, DATACOPY(2)
OW1-S-IY0-OW0, AGNOSIO AMBROSIO COLLOSIO COLOSIO COSIO DAMBROSIO SOCIO
UW1-P-ER0-T-AE2-NG-K-ER0, SUPERTANKER
UW1-P-ER0-V-AY2-Z-ER0-Z, SUPERVISORS'
IH1-N-T-R-AH0-N, CINTRON INTRON
OW1-P-K-OW0, KOPKO POPKO SOPKO
AW1-T-L-AH0-S, DOUBTLESS
AH1-L-T-R-IY0, SULTRY
IH1-NG-K-AH0-P-EY2-T-AH0-D, SYNCOPATED
AO1-D-R-AH0-N, AUDRAN
AY1-D-M-AH0-N, FREIDMAN HEIDEMAN HEIDEMANN SEIDMAN WEIDEMAN WEIDEMANN WEIDMAN WEIDMANN WIDEMAN ZEIDMAN
AE1-N-ER0-AH0-N, ANAREN
AE1-D-W-AH0-N, RADWAN
AE1-N-T-L-AY2-K, PLANTLIKE
AE1-N-AH0-V-AE2-N, CANAVAN
IH1-D-K-AH0-M, GIDCUMB
AY1-AH0-D, SAYYID
AO1-R-T-AH0-N, BORTEN BORTON CORTEN DORTON FORTON GORTON HORTEN HORTON KORTEN LORTON MCNORTON MORTEN MORTON NORTON ORTEN ORTON SHORTEN THORTON THROGMORTON WARTON WHARTON WHORTON
IH1-K-S-T-ER0, MIXTER TRICKSTER
AE1-T-ER0-Z-L-IY0, HATTERSLEY
IH1-R-K-AA0-M, CAREERCOM
AY1-B-AO2-R-G, FRIBOURG
IH1-T-ER0-B-AH2-G-IH0-NG, JITTERBUGGING
IY1-B-IH0-G-ER0, FIEBIGER
IY1-K-ER0-Z, LEAKERS RIECHERS SEEKER'S SEEKERS SNEAKERS SPEAKER'S SPEAKERS SQUEAKERS STRIEKER'S
AY1-P-R-AH0-S, CYPRESS CYPRUS
AE1-CH-AH0-K-AA2-N, CATCHACAN
AA1-T-IH0-K-L-IY0, IDIOTICALLY
AE1-F-T-S-M-AH0-N, CRAFTSMAN CRAFTSMEN DRAFTSMAN DRAFTSMEN
AO1-R-D-IH0-JH, CORDAGE
IY1-N-EY2-S, DNASE
OW1-AE0-B, MOAB
OW1-S-T-S-K-R-IH2-P-T, POSTSCRIPT(2)
UW1-R-AE0-D, MOURAD
AA1-P-Y-AH0-L-EY0-T, OVERPOPULATE
EY1-K-AW2-T-S, BREAKOUTS STAKEOUTS
AE1-G-OW0, LAGOW
IH1-D-IY0-OW0-F-OW2-N, VIDEOPHONE
IY1-L-SH, THIELSCH
IY1-P-IY0-AH0, SEPIA
UW1-UW0, LUU
AA1-V-D-AH0, HOVDA
AA1-M-AH0-N-AH0-N-T-L-IY0, PREDOMINANTLY PROMINENTLY
EH1-L-ER0-EY2-T, ACCELERATE DECELERATE
AA1-D-AH0-JH-IY0, PRODIGY
AE1-K-M-EY2-L, BLACKMAIL
AE1-S-AH0-D-IY0-Z, CASSIDY'S
AH1-F-ER0-T, DUFORT
EH1-F-ER0-AH0-N-S, DEFERENCE PREFERENCE REFERENCE
AE1-P-IH2-S-T, TRAPPIST
AY1-L-IY0-Z, HAILES(2) REILLY'S RILEY'S
UW1-ZH-AH0-N-AH0-S-T, ILLUSIONIST
AW1-T-G-R-OW2-IH0-NG, OUTGROWING
AE1-M-P-L-ER0-Z, SAMPLERS
AA1-N-AH0-K-OW0, CONOCO MCCONICO
AA1-R-T-AH0-M, PARTUM
AA1-N-T-AH0-N-L-IY0, WANTONLY
AE1-NG-K-T-AH0-S, DESANCTIS
EH1-R-OW0-T-EH2-K, AEROTECH
AA1-L-IY0-ER0, BOLLIER COLLYER SALYER
EH1-S-T-F-IY0-D-Z, BREASTFEEDS
ER1-V-EY2, SURVEY(2)
EY1-B-AH0-L-AH0-S-T, STABLEST
AH1-G-W-AA2-SH, PUGWASH
IH1-N-D-IH2-SH, WINDISCH WINDISH
EY1-N-AH0-S-T, SANEST
IY1-N-S-P-AH2-N, GREENSPUN
OY1-M-AH0-N-T-S, DEPLOYMENTS EMPLOYMENTS ENJOYMENTS REDEPLOYMENTS
AH1-F-R-AH0-JH-IH2-S, SUFFRAGISTS(3)
AE1-L-AH0-B-R-EY2-T, CALIBRATE
UW1-P-ER0-F-IH2-SH-AH0-L-L-IY0, SUPERFICIALLY
AE1-NG-F-ER0-D, LANGFORD
UW1-S-T-IH2-N-AA0-V, USTINOV(2)
AW1-N-S, ANNOUNCE BOUNCE COUNCE CROUNSE DENOUNCE FLOUNCE MISPRONOUNCE MOUNCE OUNCE POUNCE PRONOUNCE RENOUNCE TROUNCE YOUNCE
AH1-S-AH0-L-V-IH2-L, RUSSELLVILLE
IH1-Z-AH0-Z, QUIZZES WHIZZES
AE1-N-D-V-Y-UW2, GRANDVIEW LANDVIEW
AA1-R-B-AO2-R-D-Z, STARBOARDS(2)
AA1-R-SH-AH0, HARSHA MARCIA MARSHA
OW1-HH-OW2-S, COHOSTS(3)
UW1-F-AH0-L, RUEFUL ZUFALL
AA1-R-D-AH0-N-IY0-ER0, GARDINIER
OW1-T-AH0-ZH-EY2, PROTEGE
UW1-K-M-AH0-N, DUKEMAN
AE1-M-AH0-S-AH0, AMASA
AE1-B-R-IH0-K-EY2-T-ER0, FABRICATOR
AY1-K-AH0-L-AY0-N, MICHAELINE
EH1-V-ER0-IH0-JH-D, LEVERAGED(2)
IH1-G-AH0-L-IH0-NG, GIGGLING JIGGLING WIGGLING
AO1-S-T-R-AH0-N, AUSTRON
EY1-N-JH-M-AH0-N-T-S, ARRANGEMENTS
AA1-N-ER0, AFRIKANER AHNER BAHNER BONNOR BRONNER CHRONAR CONNER CONNOR DISHONOR DONAR DONNER FONAR FONNER GONER HAHNER HONOR HONORE JAHNER KONNER O'CONNER O'CONNOR OCONNER(2) OCONNOR SONNER SWANNER WANNER ZAHNER
AE1-N-AH0-S-T-ER0, BANISTER BANNISTER CANISTER CANNISTER
AE1-M-S-AH2-NG, SAMSUNG
AH1-K-AH0-N-B-EH0-K-ER0, KUCHENBECKER
EH1-P-L-OW0-G-AH0-L, REPLOGLE
EH1-S-T-AH0-G-EY2-T-ER0-Z, INVESTIGATOR'S INVESTIGATORS INVESTIGATORS'
IH1-K-N-AE2-K, KNICKKNACK
IY1-S-T-G-R-UW2-P, EASTGROUP
AA1-R-V-IH2-L, CARVILLE DARVILLE HARVILL HARVILLE
AA1-R-T-L-AW2-B, HARTLAUB
IH1-P-L-ER0, HIPPLER
ER1-D-IH0-K, BURDICK MURDICK
EY1-D-EH0-S, CESPEDES PAREDES
IY1-V-AH0-T, KIEVIT
IH1-B-IY0-AH0-N-Z, AMPHIBIANS GIBIAN'S LIBYANS
AO1-L-S-AH0-F-AY2-D, FALSIFIED
AE1-K-S-T-EH2-R-Z, BACKSTAIRS
OW1-L-ER0-K-OW2-S-T-ER0, ROLLERCOASTER
AO1-R-AH0-TH-IY0, DOROTHY
EH1-B-M-AE2-S-T-ER0, WEBMASTER
UW1-T-R-AH0-L-AY2-Z, NEUTRALIZE
IY1-T-ER0-D, METERED PETERED TEETERED
OW1-JH-AH0-M-AA2-R-Z, COJIMAR'S
AA1-P-AA0-Z, DELAPAZ
EH1-N-F-EH2-D, GLENFED
AH1-S-T-R-AH0, KUSTRA
UH1-SH-T, PUSHED
AE1-S-T-AH0-F-S, MASTIF'S MASTIFS
EY1-G-ER0-G-R-EH0-N, LAGERGREN
ER1-L-IY0-ER0-Z, EARLIER'S
EH1-T-W-ER2-TH, NETWORTH
UH1-R-M-EY2, GOURMET
AE1-N-D-R-IY0-UW2, PAPANDREOU
AE1-N-T-W-ER0-P, ANTWERP VANANTWERP
AO1-V-IH0-JH, SAUVAGE
EY1-D-IY0-AH0-M, PALLADIUM RADIUM STADIUM VANADIUM
AE1-L-M-AH0-K-W-IH2-P, CALMAQUIP
EH1-TH-ER0-D, BETHARD
ER1-AH0-G-AH0-S-IY0, SURROGACY
EH1-TH-L-AH0-S, BREATHLESS
AE1-NG-K-S, BANK'S BANKES BANKS BANKS' BLANKS CRANKS DANKS FLANKS FRANC'S FRANCS FRANK'S FRANKS HANKES HANKS MANX PLANKS PRANKS RANKS SANKS SHANKS SPANKS TANK'S TANKS THANK'S THANKS YANKS
AW1-K-R-AH0-F-T, HOWCROFT
EH1-R-OW0-S-T-AE2-T, AEROSTAT
OW1-S-IH0-V, CORROSIVE EROSIVE EXPLOSIVE
AY1-D-R-EY2-T, CARBOHYDRATE HYDRATE
EH1-S-AH2-P, JESSUP
EH1-R-M-EY2-L, AIRMAIL
AH1-D-Z-IH2-N, BUDZYN
ER1-D-L-AH0-S, WORDLESS
IY1-OW0-W-ER0-K-S, GEOWORKS
AE1-S-M-OW0, LASMO
AA1-R-K-R-AY2-T, ARKWRIGHT
EY1-AH0-L-Z-W-ER0-TH, AYLESWORTH
UH1-L-M-EH0-N-Z, UELMEN'S
AH1-TH-B-ER0-T-S-AH0-N, CUTHBERTSON
AY1-L-AA2-N, NYLON PYLON
IH1-N-D-HH-OW2-L-Z, WINDHOLZ
AA1-R-M-AH0-L-AE2-T, PARMALAT
AE1-L-M-AH0-Z, ALMAS
AY1-G-ER0-W-AO2-L-D, STEIGERWALD
IH1-N-AH0-G-R-EY2-T-S, INTEGRATES(2)
IH1-R-IY0-AH0-S, DELETERIOUS DELIRIOUS IMPERIOUS MYSTERIOUS SERIOUS SIRIUS
EY1-B-R-AY2-T, WAYBRIGHT
IH1-Z-AH0-N-ER0, PRISONER
IY1-M-AE0-S-T-ER0, LEMASTER
AH1-K-L-ER0-OY0, MUCKLEROY
AO1-R-T-AY2-M-Z, WARTIMES
EH1-G-N-AH0, BENTIVEGNA HEGNA MEGNA
IH1-L-K-SH-EY2-K, MILKSHAKE
AE1-N-D-CH-IH2-L-D-R-AH0-N-Z, GRANDCHILDREN'S(2)
IH1-M-B-ER0-G, LIMBERG LIMBURG
IH1-N-D-AH0-K-EY2-T-ER0-Z, INDICATORS
AA1-R-B-EH0-T, GARBETT TARBET
AE1-K-N-IY0, ACNE BLAKNEY BRACKNEY HACKNEY LACHNEY MACKNAY
AE1-M-S-T-AH0-D, RAMSTAD
EH1-R-W-EH2-L-Z, STAIRWELLS
IY1-R-IY0-OW0, BARBERIO OLIVERIO SERIO TIBERIO VALERIO
UW1-D-AH0-M-AH0-N, STUDEMAN(2)
AE1-G-N-OW0-S, AGNOS
AE1-V-R-AH0-N, HAVRAN HAVRON
AY1-AH0-N-IH2-S-T, ZIONIST
AY1-M-AH0-Z, DIMAS HYMAS KLIMAS LIMAS SIMAS
AE1-K-T-AH0-K-L-IY0, PRACTICALLY
AE1-G-R-AH0-V-EY2-T-S, AGGRAVATES
AW1-L-OW0, DEPAOLO GIAMPAOLO PAOLO
IH1-B-IY0-D-OW0, TIBIDOW
AA1-K-S-M-AY2-R, FOXMEYER PROXMIRE
OW1-IH0-NG, BESTOWING BLOWING BOEING BOWING CROWING EASYGOING FLOWING FOREGOING FORGOING GLOWING GOING GROWING HOEING KNOWING LOWING OWING PLATEAUING ROWING SEWING SHOWING SLOWING SNOWING SOWING THROWING TOEING TOWING UNDERGOING UNKNOWING
AH1-G-AH0-S-S, DRUGGISTS(2)
AH1-NG-K-AH0-T-S, JUNKETS
EH1-M-AH0-G-R-EY2-T-AH0-D, EMIGRATED
AH1-P-IY0-N, LUPIEN
AA1-D-AH0-N-T, RADANT
AA1-R-T-B-R-EY2-K-IH0-NG, HEARTBREAKING
AE1-S-B-ER2-N, GLASSBURN
AY1-K-R-OW2, MICRO
EH1-B-N-AH0-M, DEBNAM
IY1-G-L-IY0, BEAGLEY BEEGHLY KEIGLEY YEAGLEY
IY1-D-R-AH0-Z, DEIDRE'S
UW1-P-ER0-K-AH2-M-P-Y-UW2-T-ER0-Z, MINISUPERCOMPUTERS
IH1-N-IY0-EY2-T-S, DELINEATES
AE1-F-T-ER0-B-ER2-N-ER0, AFTERBURNER
EH1-S-AH0-M-IY0, SESAME
IH1-S-AH0-L-IY0, CICELY SICILY WISELEY
AE1-F-ER0-Z, STAFFERS
AE1-DH-ER0-W-UH2-D, CATHERWOOD
EH1-D-B-EH2-R-IY0, SEDBERRY
UW1-M-Y-AH0-L-EY2-T-IH0-V-L-IY0, ACCUMULATIVELY
EY1-M-OW0-S, RAMOS(2)
AO1-S-T-AH0, ACOSTA COSTA FAUSTA VALDOSTA
AH1-K-S-T-IY2-N, BUCKSTEIN
AH1-P-SH-AH0-N, ANTICORRUPTION CORRUPTION DISRUPTION ERUPTION INTERRUPTION
AA1-N-K-AO2-R-S-AH0-Z, CONCOURSES
AE1-K-IY0-AH0, MACCHIA MANDRACCHIA
AH1-L-G-EY0-T, PROMULGATE
IH1-Z-IY0-AH0-S-T, BUSIEST
AE1-K-S-AH0-S, AXIS GEOTAXIS MATAKSAS MAXUS METAXAS PHOTOTAXIS
AO1-K-N-AH0-S, HAWKINESS
ER1-F-AH0-T, SURFEIT
AA1-R-K-AH0, ABARCA BARCA LAMARCA MARKKA PARKA PATRIARCA PETRARCA SARKA
AO1-R-D-AH0, BOARDA BORDA CORDA GORDA KORDA LASORDA MATAGORDA WARDA
OW1-L-ER0-OY2-D, POLAROID
EH1-M-B-R-AE2-N-T, REMBRANDT
EY1-HH, BAHE
AE1-L-AH0-N-CH-IY2-N-Z, BALANCHINE'S
EH1-N-SH-AH0-L, CONFIDENTIAL CREDENTIAL(2) DEFERENTIAL(2) DIFFERENTIAL(2) ESSENTIAL EXISTENTIAL(2) EXPERIENTIAL EXPONENTIAL(2) HENSCHEL JURISPRUDENTIAL NONRESIDENTIAL POTENTIAL PREFERENTIAL(2) PRESIDENTIAL(2) PRUDENTIAL(2) QUINTESSENTIAL REVERENTIAL(2) TORRENTIAL(2) VICE-PRESIDENTIAL(2)
ER1-D-ER0-D, MURDERED
ER1-G-AH0-N-TH-AA2-L, BERGENTHAL
EY1-N-CH-AH0-N-T-S, ANCIENTS
IH1-K-ER0-OW2-N, CICCARONE
IH1-N-CH-K-L-IH2-F, HINCHCLIFF HINCHCLIFFE
AA1-R-M-R-EH2-S-T-S, ARMRESTS
AE1-N-B-R-AY0-T, ARGANBRIGHT
IH1-S-ER0-OW2-L, GLYCEROL
IY1-HH-W-IY2-L-IH0-NG, FREEWHEELING(2)
UH1-D-S-T-AA2-K, WOODSTOCK
IY1-CH-ER0-Z, BLEACHERS CREATURES FEATURES PREACHER'S PREACHERS RESEACHERS TEACHER'S TEACHERS TEACHERS'
UW1-SH-AH0-N-AH0-S-T-S, CONSTITUTIONISTS REVOLUTIONISTS
AW1-L-W-EH0-R, BOULWARE
AY1-B-ER0-N, CLIBURN
EH1-L-CH-AH0-T, PELCHAT
ER1-TH-R-EY2-T-S, BIRTHRATES
EH1-M-P-ER0-D, TEMPERED
OW1-N-K-R-AH2-SH-ER0, BONECRUSHER
ER1-AH0-N-IY0-AH0, URANIA(2)
ER1-AH0-S-D-EY0-L, TROUSDALE
AH1-S-T-AH0-M-AY2-Z-IH0-NG, CUSTOMIZING
IH1-N-CH-EH2-S-T-ER0, WINCHESTER
AE1-D-L-AA0-N, ADLON
IH1-T-K-IY0, LITKE SCHMIDTKE SCHNITTKE WITTKE
OW1-AH0-N-OW2-K, ROANOKE
AW1-ER0-M-AY0-S-T-ER0, BAUERMEISTER
EH1-V-IH0-K, BARNEVIK BREVIK KOVACEVIC LEVECK LEVICK SEVICK STEVICK
AA1-R-M-AH0-L, CARMEL(2) HARMEL
AO1-R-F-AH0-L, WARFEL
AW1-S-K-IY0-Z, ROSTENKOWSKI'S
AE1-L-K-Y-AH0-L-EY2-T-ER0-Z, CALCULATORS
IY1-D-B-AH0-T-ER0, LEADBETTER(2)
UW1-T-AH0-N-B-ER0-G, GUTENBERG
AY1-D-R-AH0-JH-AH0-N-EY2-T-AH0-D, HYDROGENATED
AW1-IY0-D, LOUGHEED
AA1-N-S-AA0-B, CONSOB
AO1-L-AH0-N-S-T-AY2-N, WALLENSTEIN
UW1-T-AH0-N-EY2, KOOTENAY
EH1-S-AH0-N-OY2-D, VESCINOID
AH1-DH-ER0-L-AH0-N-D, SOUTHERLAND SUTHERLAND
AE1-CH-ER0-AH0-L-AY2-Z-D, NATURALIZED
AO1-L-M-AA2-N-T, VALMONT
AE1-N-AH0-B-AH0-L-Z, CANNIBALS
AE1-N-W-EH2-L, MANWELL
AH1-N-T-S-AH0-Z, LUNTZ'S
UH1-D-B-AA2-R, GOODBAR
AE1-B-L-OY0-D-Z, TABLOIDS
IH1-L-AH0-F-IH0-SH, KILLIFISH
IH1-D-SH-AH0-P-S, AMIDSHIPS
IH1-N-D-AH0-N-Z, LINDEN'S
AH1-P-CH-AH0-W-AH0-S, VOLUPTUOUS
AA1-R-N-IH0-K, BARNICK CZARNIK
IH1-NG-F-IY2-L-D, SPRINGFIELD STRINGFIELD WINGFIELD
EH1-N-OW0, BENNO BRICENO BRISENO CARRENO CEDENO CENTENO DENNO ENO ESCARENO FENNO LENO MARENO RENNO SARACENO SPENO STENO UENO ZERMENO
AE1-N-D-EY0-D, BANDAID
OW1-L-M-K-W-EH2-S-T, HOLMQUEST
AH1-M-P-AH0-T-S, TRUMPETS
IH1-L-B-R-AH0-N-T, MILBRANDT
UW1-L-AA2-G, GULAG(2)
AA1-R-B-IH0-K-Y-UW2-IH0-NG, BARBECUEING BARBEQUEING
IY1-L-B-EH2-R-OW0-Z, WHEELBARROWS
AE1-P-AY2-ER0-N, SCRAPIRON
EY1-D-IY2-Z-AH0-Z, MERCEDESES
AO1-R-M-Y-AH0-L-EY2-T-S, FORMULATES
OW1-N-AH2-T, DONUT DOUGHNUT
IY1-P-AH0-L-Z, PEEPLES PEOPLE'S PEOPLES PEOPLES' TEEPLES
AE1-T-L-AE2-K, MATLACK
UW1-M-AH0-S, HUMUS
IH1-N-Y-AA0-N, PERIGNON SAUVIGNON
IH1-L-IH2-S-EH2-K-AH0-N-D-Z, MILLISECONDS
AA1-M-B-EH2-K, BOMBECK DOMBECK STROMBECK
EH1-K-F-AH0-S-T, BREAKFAST
EH1-R-OW0-L-D, GEROLD JEROLD
IH1-S-T-AH0-F-AY2-IH0-NG, MYSTIFYING
AE1-N-D-OW0, ANDO BLANDO BRANDO DANDO FERNANDO FERRANDO LANDO LANDOW MARANDO MIRANDO NANDO OBANDO ORLANDO SANDO SANDOW YANDOW
AA1-R-T-W-ER2-K-S, ARTWORKS
AE1-B-UH0-R-IY0, GABOURY
AA1-R-K-T, ARCED BARKED EMBARKED MARKED PARKED REMARKED SPARKED UNMARKED UNREMARKED
IH1-T-IH0-K-AH0-N, LITTEKEN
IY1-G-AH0-N-Z-B-ER0-G, REGENSBURG
AH1-N-T-R-IY0-Z, COUNTRIES COUNTRIES' COUNTRY'S
AE1-R-AH0-N-T, ARRANT SARANT
AE1-N-D-R-IH2-S-T, ANDRIST
AE1-S-AH0-T-IY0, AUDACITY CAPACITY CASSETTY CASSITY INCAPACITY MENDACITY OPACITY OVERCAPACITY TENACITY VERACITY VORACITY
AH1-S, ADJUSTS(3) BANDERAS(2) BRUS BRUSS BUS BUSS BUSSE CAREPLUS CUS CUSS DISCUSS DISGUSTS(3) DISTRUSTS(3) DUSTS(3) FUHS FUSS GRUSS GUS GUSS HUSS KLUS KRUS KUS KUSS MUHS NONPLUSS NUSS PLUS PRUS PRUSS PUS RUS RUSS RUSSE RUSTS(3) SHAS SLUSS STRUSS SUS SUSS THRUSTS(3) THUS TRUS TRUSS US VANHUSS WASS WUSS XUS
EY1-Z-F-IY2-L-D, MASEFIELD
EH1-P-S, CREPS EPPES EPPS KREPPS KREPS MISSTEPS REP'S REPS SCHWEPPES STEPPES STEPS STREPS VANEPPS
IH1-G-N-AH0-N-T, INDIGNANT MALIGNANT
OW1-V-OW0-S-T, PRONOVOST PROVOST
AE1-N-D-AW2-T-S, HANDOUTS STANDOUTS
EH1-N-T-R-IH2-S, CENTRISTS(3)
AE1-W-AA0-S, HAWASS
OW1-Z-IH0-K, COSIC(2) KOZIK OZICK
EH1-N-T-AH0-K-AH0-L, TENTACLE
IY1-R-IY0-AH0-Z, ALGERIA'S
AE1-S-T-R-OW0-S, ASTROS
OW1-Z-AA0-R-T-S, MOZART'S
AA1-F-IH0-K, CATASTROPHIC GEOSTROPHIC HETEROTROPHIC PHILOSOPHIC
AH1-NG-K-UW0, TUNKU
EH1-P-Y-AH0-T-IY0-Z, DEPUTIES
AA1-M-R-AH0-N, OMRON
AE1-M-P-AH0-N, CAMPEN DAMPEN KAMPEN VANCAMPEN VANKAMPEN
AY1-V-ER0-IY0, IVERY IVORY
AH1-V-ER0-EY2-JH-AH0-Z, COVERAGES
AY1-D-AH0-L, BRIDAL BRIDLE FREIDEL GEIDEL HEIDEL HOMICIDAL IDLE IDOL IDYLL INTERTIDAL KEIDEL LYDALL REIDEL SCHEIDEL SEIDEL SEIDELL SEIDL SIDELL SIDLE SPEIDEL SPIDLE STEIDEL SUICIDAL TIDAL WEIDEL
AE1-K-L-AH0-V-IH0-K, VACLAVIK
EY1-D-AH0-K, HAYDUK
AW1-CH-ER0-Z, VOUCHERS
AA1-L-B-AH0-N, ALBAN
AE1-F-ER0-D-SH-ER0-Z, STAFFORDSHIRE'S
AE1-HH-EH0-N-AH0, BAHENA
EH1-R-AH0-L-AY2-Z-ER0, STERILIZER
UW1-B-ER0-G, NEUBURG NEWBERG NEWBURG NEWBURGH RUBERG
AA1-M-P-Y-UW0-K-EH2-M, COMPUCHEM
AE1-Z-IY0-ER0, SNAZZIER
AO1-L-D-R-IH0-K, ALDRIC(2)
AW1-M-AH0-L-ER0, AUMILLER BAUMLER LOUGHMILLER
AO1-D-IH0-NG, APPLAUDING DEFRAUDING LAUDING MARAUDING RAWDING
AA1-L-AH0-N-B-ER0-G-ER0, SHOLLENBERGER SOLLENBERGER
AA1-N-R-AH0, GENRE
IY1-B-EH0-K, LEBECK REBECK STREBECK
AE1-M-B-ER0-G-R-IH2-S, AMBERGRIS
AE1-ZH-AH0-W-AH0-L-IY0, CASUALLY
AO1-R-K-W-EH0-Z, BOJORQUEZ
UH1-D-S-P-IY2-D-Z, GOODSPEED'S
EH1-L-JH-AH0-K-AA0-M, BELGACOM(2)
AO1-R-JH-IY0, FORGEY FORGIE FORGY GEORGIE GEORGY GIORGI GORDJI ORGY
AA1-DH-ER0-D, BOTHERED FATHERED
EH1-N-S-AH0-M-AH0-NG-ER0, ENSMINGER
AA1-M-P-OW2-S-T-IH0-NG, COMPOSTING
AA1-P-AA2-V, ANDROPOV
EH1-R-N-IY0, BERNI
UW1-K-Y-AH0-N-AA0-V, LUKYANOV
EH1-S-T-AH0-N-S-AH0-N, ESTENSON
IH1-P-R-IY0, CIPRI SLIPPERY(2)
AH1-K-IY0, BRUCIE BUCKEY BUCKY CHUCKIE CLUCKEY DRUCIE KENTUCKY LUCKEY LUCKIE LUCKY MCLUCKIE MUCKEY MUCKY PLUCKY RUCKI STUCKEY STUCKI STUCKY STUKEY TRUCKEE TUCKEY UNLUCKY WITUCKI YUCKY
EH1-N-D-AH0-Z, AGENDAS BRENDA'S
IH1-L-AH0-N-B-R-IH2-NG, WILLENBRING
AA1-N-T-AH0-L, CONSONANTAL HORIZONTAL PERIODONTAL
EH1-L-S-OW2-N, WELLSTONE
EH1-B-AO0-R, DEBOR
EH1-V-ER0-R-EH2-D-IY0, EVEREADY
EY1-S-ER0-IY2-N-Z, CAESAREANS
ER1-T-S-B-ER0-G, HERTZBERG
AE1-M-B-AH0-L, AMBLE BRAMBLE CAMBELL CAMPBELL GAMBLE GAMBOL PREAMBLE RAMBLE SCRAMBLE SHAMBLE TRAMBLE UNSCRAMBLE
OW1-L-G-AH0-M-UW0-TH, WOHLGEMUTH WOLGEMUTH
AE1-P-AH0-L-EY2-T, EXTRAPOLATE
AH1-D-AH0-L-M-AH0-N, NUDELMAN
EH1-N-CH-ER0-IH2-Z-AH0-M, ADVENTURISM
UW1-S-IY0-Z, CRUCES DEBUSSY'S(2)
AE1-N-S-K-OY2, VANSCOY
EH1-M-ER0-Z, DEMARS NEMMERS REMMERS TREMORS
AE1-L-S-T-IY0, CHALSTY
AY1-L-D-F-AY2-ER0-Z, WILDFIRES
EH1-D-IH0-G-ER0, EDIGER HEDIGER REDIGER SNEDEGAR
AW1-D-ER0-L-IY0, POWDERLY
ER1-AH0-JH-D, DISCOURAGED ENCOURAGED(2)
IH1-B-L-AE2-K, NIBLACK
AA1-L-M-L-IY0, CALMLY(2)
AE1-L-K-L-IY0, CHALKLEY
AE1-N-S-IH0-K, STANCIK
AH1-N-T-L-AH0-N-D, BRUNDTLAND
UW1-S-P-IY2-K, NEWSPEAK
AE1-N-D-AY2-Z, AGGRANDIZE PROPAGANDIZE
AA1-R-M-F-AH0-L, ARMFUL HARMFUL
AO1-NG-IH0-NG-Z, BELONGINGS LONGINGS
EH1-N-SH, BENSCH ENSZ HENSCH KLENSCH MENSCH RENSCH
UW1-K-CH-IY0, CHUKCHI
AO1-ZH-IY0-EY2-T-IH0-NG, NAUSEATING
IY1-CH-AH0-N, EACHAN MCEACHIN
AA1-P-AH0-L-IH0-NG, TOPPLING
EH1-N-D-ER0-L-IY0, TENDERLY
AA1-S-T-UW0-M-ER0-Z, COSTUMERS
AE1-L-K-EY2-N-Z, ALKANES
ER1-K-IH2-N, CLERKIN DURKIN GERKIN GURKIN MERKIN MIRKIN PERKIN SIRKIN
IH1-K-T-AH0-M-Z, VICTIM'S VICTIMS
AH1-L-HH-ER0-N, MULHEARN MULHERN
EH1-S-IH0-JH-AH0-Z, PRESAGES
IH1-V-AH0-K-AH0-L-IY0, UNEQUIVOCALLY
UW1-AH0-L-T-IY0, CRUELTY(2)
EH1-M-D-EY2-L, HEMDALE
AE1-L-B-ER0-T, ALBERT CALBERT DALBERT HALBERT JALBERT TALBERT
AA1-P-AH0-L-IH2-S, ALEXOPOULOS
IY1-S-T-W-IH2-K, EASTWICK
AE1-M-AA0-R-K-AE2-N-D, SAMARKAND
AE1-P-S-AE2-K, KNAPSACK
AA1-JH-UW0-L-AH2, MODULA
EH1-K-TH-R-IY0, SPECTHRIE
IH1-K-AH0-D-Z, LIKUD'S
AA1-R-G-AH0-T-AH0-D, TARGETED
IH1-L-AH0-B-IH2-T, KILOBIT
IH1-M-K-AH0-N, TIMKEN
IH1-S-T-IH0-K-AH0-L-IY0, JOURNALISTICALLY OPTIMISTICALLY RITUALISTICALLY STATISTICALLY
UH1-L-V-Z, WOLVES
UW1-T-AH0-F-AH0-L-AH0-S-T, BEAUTIFULLEST
IH1-K-N-AH0-S, QUICKNESS SICKNESS THICKNESS
AH1-F-IY2-L-D, DUFFIELD SHUFFIELD
IH1-T-K-AA0-M-Z, SITCOMS
EH1-N-W-EH0-R, BENWARE
IY1-G-AH2-L-Z, SEAGULL'S SEAGULLS
UH1-D-ER0-Z, GOODERS LUEDERS
UW1-V-M-AH0-N-T-S, IMPROVEMENTS MOVEMENT'S MOVEMENTS
AA1-Z-AH0-L, BASEL NOZZLE ROZELL ROZZELL
AE1-N-AH0-W-EY0, GANAWAY GANNAWAY HANAWAY MCMANAWAY STANAWAY
AE1-N-V-AH0-S-AH0-Z, CANVASES CANVASSES
AE1-F-R-OW0, AFRO
AO1-R-AH0-S-T-AW2-N, MORRISTOWN
EH1-JH-K-AH0-L, SMEJKAL
OW1-S-T-AH0-Z, KOSTAS
AA1-R-T-AH0-Z-AH0-N-Z, ARTISANS PARTISANS
AY1-T-AO0-F-S, WRITEOFFS
AA1-B-N-IY0, DROBNY
AE1-B-L-IY0, MABLEY STABLEY
AY1-M-AH0-S-IY0, PRIMACY
